Type, Id paq, time stamp segundos, micro, long paq 
S, 0, 1615890415, 405885, 10
R, 1, 1615890415 , 426069, 4 
S, 1, 1615890416, 156359, 10
R, 2, 1615890416 , 216631, 4 
S, 2, 1615890416, 906743, 10
S, 3, 1615890417, 657172, 10
R, 4, 1615890417 , 676937, 4 
S, 4, 1615890418, 407565, 10
R, 5, 1615890418 , 427602, 4 
S, 5, 1615890419, 157983, 10
R, 6, 1615890419 , 216695, 4 
S, 6, 1615890419, 908358, 10
R, 7, 1615890419 , 928264, 4 
S, 7, 1615890420, 658820, 10
R, 8, 1615890420 , 679195, 4 
S, 8, 1615890421, 409228, 10
R, 9, 1615890421 , 473023, 4 
S, 9, 1615890422, 159691, 10
R, 10, 1615890422 , 179374, 4 
S, 10, 1615890422, 910139, 10
R, 11, 1615890422 , 930240, 4 
S, 11, 1615890423, 660558, 10
R, 12, 1615890423 , 721373, 4 
S, 12, 1615890424, 410942, 10
R, 13, 1615890424 , 430983, 4 
S, 13, 1615890425, 161408, 10
R, 14, 1615890425 , 182006, 4 
S, 14, 1615890425, 911787, 10
R, 15, 1615890425 , 972273, 4 
S, 15, 1615890426, 662186, 10
R, 16, 1615890426 , 680942, 4 
S, 16, 1615890427, 412597, 10
R, 17, 1615890427 , 433280, 4 
S, 17, 1615890428, 163032, 10
R, 18, 1615890428 , 225117, 4 
S, 18, 1615890428, 913442, 10
R, 19, 1615890428 , 932609, 4 
S, 19, 1615890429, 663857, 10
R, 20, 1615890429 , 683500, 4 
S, 20, 1615890430, 414266, 10
R, 21, 1615890430 , 473317, 4 
S, 21, 1615890431, 164677, 10
R, 22, 1615890431 , 184061, 4 
S, 22, 1615890431, 915127, 10
R, 23, 1615890431 , 933446, 4 
S, 23, 1615890432, 665509, 10
R, 24, 1615890432 , 724696, 4 
S, 24, 1615890433, 415893, 10
R, 25, 1615890433 , 435147, 4 
S, 25, 1615890434, 166324, 10
R, 26, 1615890434 , 185519, 4 
S, 26, 1615890434, 916708, 10
R, 27, 1615890434 , 976569, 4 
S, 27, 1615890435, 667141, 10
R, 28, 1615890435 , 686367, 4 
S, 28, 1615890436, 417559, 10
R, 29, 1615890436 , 436959, 4 
S, 29, 1615890437, 167945, 10
R, 30, 1615890437 , 228524, 4 
S, 30, 1615890437, 918354, 10
R, 31, 1615890437 , 938870, 4 
S, 31, 1615890438, 668807, 10
R, 32, 1615890438 , 687962, 4 
S, 32, 1615890439, 419202, 10
R, 33, 1615890439 , 480235, 4 
S, 33, 1615890440, 169606, 10
R, 34, 1615890440 , 188257, 4 
S, 34, 1615890440, 920017, 10
R, 35, 1615890440 , 940845, 4 
S, 35, 1615890441, 670396, 10
R, 36, 1615890441 , 733117, 4 
S, 36, 1615890442, 420758, 10
R, 37, 1615890442 , 443705, 4 
S, 37, 1615890443, 171170, 10
R, 38, 1615890443 , 192126, 4 
S, 38, 1615890443, 921586, 10
S, 39, 1615890444, 671958, 10
R, 40, 1615890444 , 736236, 4 
S, 40, 1615890445, 422406, 10
S, 41, 1615890446, 172901, 10
R, 42, 1615890446 , 191525, 4 
S, 42, 1615890446, 923316, 10
R, 43, 1615890446 , 942581, 4 
S, 43, 1615890447, 673697, 10
R, 44, 1615890447 , 733322, 4 
S, 44, 1615890448, 424067, 10
R, 45, 1615890448 , 444607, 4 
S, 45, 1615890449, 174530, 10
R, 46, 1615890449 , 209059, 4 
S, 46, 1615890449, 924941, 10
R, 47, 1615890449 , 985089, 4 
S, 47, 1615890450, 675324, 10
R, 48, 1615890450 , 694891, 4 
S, 48, 1615890451, 425733, 10
R, 49, 1615890451 , 451129, 4 
S, 49, 1615890452, 176105, 10
S, 50, 1615890452, 926480, 10
S, 51, 1615890453, 676920, 10
R, 52, 1615890453 , 736191, 4 
S, 52, 1615890454, 427334, 10
S, 53, 1615890455, 177779, 10
R, 54, 1615890455 , 199901, 4 
S, 54, 1615890455, 928210, 10
R, 55, 1615890455 , 950116, 4 
S, 55, 1615890456, 678594, 10
R, 56, 1615890456 , 736981, 4 
S, 56, 1615890457, 428970, 10
R, 57, 1615890457 , 448707, 4 
S, 57, 1615890458, 179383, 10
R, 58, 1615890458 , 198330, 4 
S, 58, 1615890458, 929793, 10
R, 59, 1615890458 , 993260, 4 
S, 59, 1615890459, 680171, 10
S, 60, 1615890460, 430617, 10
R, 61, 1615890460 , 449235, 4 
S, 61, 1615890461, 181010, 10
R, 62, 1615890461 , 200062, 4 
S, 62, 1615890461, 931416, 10
S, 63, 1615890462, 681780, 10
S, 64, 1615890463, 432158, 10
S, 65, 1615890464, 182595, 10
S, 66, 1615890464, 933050, 10
S, 67, 1615890465, 683457, 10
S, 68, 1615890466, 433847, 10
S, 69, 1615890467, 184216, 10
S, 70, 1615890467, 934601, 10
S, 71, 1615890468, 685046, 10
S, 72, 1615890469, 435451, 10
S, 73, 1615890470, 185886, 10
S, 74, 1615890470, 936292, 10
R, 75, 1615890470 , 998374, 4 
S, 75, 1615890471, 686681, 10
R, 76, 1615890471 , 707899, 4 
S, 76, 1615890472, 437083, 10
R, 77, 1615890472 , 457578, 4 
S, 77, 1615890473, 187453, 10
S, 78, 1615890473, 937873, 10
R, 79, 1615890473 , 964508, 4 
S, 79, 1615890474, 688283, 10
R, 80, 1615890474 , 709042, 4 
S, 80, 1615890475, 438693, 10
S, 81, 1615890476, 189055, 10
R, 82, 1615890476 , 209631, 4 
S, 82, 1615890476, 939446, 10
S, 83, 1615890477, 689834, 10
S, 84, 1615890478, 440217, 10
S, 85, 1615890479, 190646, 10
R, 86, 1615890479 , 211660, 4 
S, 86, 1615890479, 941034, 10
R, 87, 1615890480 , 2036, 4 
S, 87, 1615890480, 691450, 10
R, 88, 1615890480 , 712179, 4 
S, 88, 1615890481, 441871, 10
R, 89, 1615890481 , 461840, 4 
S, 89, 1615890482, 192325, 10
R, 90, 1615890482 , 254018, 4 
S, 90, 1615890482, 942714, 10
R, 91, 1615890482 , 963078, 4 
S, 91, 1615890483, 693211, 10
S, 92, 1615890484, 443591, 10
R, 93, 1615890484 , 465339, 4 
S, 93, 1615890485, 194035, 10
R, 94, 1615890485 , 254084, 4 
S, 94, 1615890485, 944436, 10
R, 95, 1615890485 , 966216, 4 
S, 95, 1615890486, 694840, 10
S, 96, 1615890487, 445228, 10
R, 97, 1615890487 , 471828, 4 
S, 97, 1615890488, 195619, 10
R, 98, 1615890488 , 258237, 4 
S, 98, 1615890488, 946032, 10
R, 99, 1615890488 , 966587, 4 
S, 99, 1615890489, 696442, 10
S, 100, 1615890490, 446857, 10
S, 101, 1615890491, 197243, 10
R, 102, 1615890491 , 218566, 4 
S, 102, 1615890491, 947676, 10
R, 103, 1615890492 , 9518, 4 
S, 103, 1615890492, 698040, 10
S, 104, 1615890493, 448458, 10
R, 105, 1615890493 , 469222, 4 
S, 105, 1615890494, 198895, 10
S, 106, 1615890494, 949263, 10
R, 107, 1615890494 , 969130, 4 
S, 107, 1615890495, 699679, 10
S, 108, 1615890496, 450058, 10
R, 109, 1615890496 , 510214, 4 
S, 109, 1615890497, 200453, 10
R, 110, 1615890497 , 220461, 4 
S, 110, 1615890497, 950915, 10
R, 111, 1615890497 , 971344, 4 
S, 111, 1615890498, 701316, 10
R, 112, 1615890498 , 762207, 4 
S, 112, 1615890499, 451703, 10
R, 113, 1615890499 , 474484, 4 
S, 113, 1615890500, 202155, 10
R, 114, 1615890500 , 225072, 4 
S, 114, 1615890500, 952525, 10
R, 115, 1615890501 , 17213, 4 
S, 115, 1615890501, 702959, 10
R, 116, 1615890501 , 723675, 4 
S, 116, 1615890502, 453365, 10
R, 117, 1615890502 , 473901, 4 
S, 117, 1615890503, 203727, 10
R, 118, 1615890503 , 270072, 4 
S, 118, 1615890503, 954147, 10
R, 119, 1615890503 , 974404, 4 
S, 119, 1615890504, 704564, 10
R, 120, 1615890504 , 727964, 4 
S, 120, 1615890505, 454973, 10
R, 121, 1615890505 , 513813, 4 
S, 121, 1615890506, 205344, 10
R, 122, 1615890506 , 225300, 4 
S, 122, 1615890506, 955756, 10
R, 123, 1615890506 , 976217, 4 
S, 123, 1615890507, 706133, 10
R, 124, 1615890507 , 765716, 4 
S, 124, 1615890508, 456511, 10
R, 125, 1615890508 , 476723, 4 
S, 125, 1615890509, 206975, 10
S, 126, 1615890509, 957374, 10
R, 127, 1615890509 , 978551, 4 
S, 127, 1615890510, 707815, 10
R, 128, 1615890510 , 769337, 4 
S, 128, 1615890511, 458187, 10
R, 129, 1615890511 , 479065, 4 
S, 129, 1615890512, 208600, 10
R, 130, 1615890512 , 229333, 4 
S, 130, 1615890512, 958976, 10
R, 131, 1615890513 , 21488, 4 
S, 131, 1615890513, 709378, 10
R, 132, 1615890513 , 730412, 4 
S, 132, 1615890514, 459802, 10
R, 133, 1615890514 , 480034, 4 
S, 133, 1615890515, 210222, 10
S, 134, 1615890515, 960597, 10
R, 135, 1615890516 , 22199, 4 
S, 135, 1615890516, 711027, 10
R, 136, 1615890516 , 733080, 4 
S, 136, 1615890517, 461463, 10
R, 137, 1615890517 , 482560, 4 
S, 137, 1615890518, 211844, 10
R, 138, 1615890518 , 274153, 4 
S, 138, 1615890518, 962261, 10
R, 139, 1615890518 , 983079, 4 
S, 139, 1615890519, 712662, 10
R, 140, 1615890519 , 733333, 4 
S, 140, 1615890520, 463136, 10
R, 141, 1615890520 , 530088, 4 
S, 141, 1615890521, 213509, 10
R, 142, 1615890521 , 233939, 4 
S, 142, 1615890521, 963922, 10
R, 143, 1615890521 , 985469, 4 
S, 143, 1615890522, 714330, 10
S, 144, 1615890523, 464704, 10
R, 145, 1615890523 , 484007, 4 
S, 145, 1615890524, 215142, 10
R, 146, 1615890524 , 234885, 4 
S, 146, 1615890524, 965518, 10
S, 147, 1615890525, 715930, 10
S, 148, 1615890526, 466322, 10
R, 149, 1615890526 , 526267, 4 
S, 149, 1615890527, 216714, 10
R, 150, 1615890527 , 237871, 4 
S, 150, 1615890527, 967120, 10
R, 151, 1615890527 , 987463, 4 
S, 151, 1615890528, 717523, 10
R, 152, 1615890528 , 777744, 4 
S, 152, 1615890529, 467921, 10
R, 153, 1615890529 , 488652, 4 
S, 153, 1615890530, 218375, 10
R, 154, 1615890530 , 238569, 4 
S, 154, 1615890530, 968749, 10
R, 155, 1615890531 , 30136, 4 
S, 155, 1615890531, 719118, 10
R, 156, 1615890531 , 737779, 4 
S, 156, 1615890532, 469533, 10
R, 157, 1615890532 , 488663, 4 
S, 157, 1615890533, 219903, 10
R, 158, 1615890533 , 282896, 4 
S, 158, 1615890533, 970329, 10
R, 159, 1615890533 , 992430, 4 
S, 159, 1615890534, 720731, 10
R, 160, 1615890534 , 741483, 4 
S, 160, 1615890535, 471137, 10
R, 161, 1615890535 , 535024, 4 
S, 161, 1615890536, 221500, 10
R, 162, 1615890536 , 242688, 4 
S, 162, 1615890536, 971909, 10
R, 163, 1615890536 , 991647, 4 
S, 163, 1615890537, 722289, 10
R, 164, 1615890537 , 786424, 4 
S, 164, 1615890538, 472662, 10
R, 165, 1615890538 , 493503, 4 
S, 165, 1615890539, 223170, 10
R, 166, 1615890539 , 246959, 4 
S, 166, 1615890539, 973549, 10
R, 167, 1615890540 , 34719, 4 
S, 167, 1615890540, 723973, 10
R, 168, 1615890540 , 744333, 4 
S, 168, 1615890541, 474404, 10
R, 169, 1615890541 , 494616, 4 
S, 169, 1615890542, 224805, 10
R, 170, 1615890542 , 286733, 4 
S, 170, 1615890542, 975182, 10
R, 171, 1615890542 , 996366, 4 
S, 171, 1615890543, 725622, 10
R, 172, 1615890543 , 746008, 4 
S, 172, 1615890544, 476037, 10
R, 173, 1615890544 , 538752, 4 
S, 173, 1615890545, 226451, 10
R, 174, 1615890545 , 247456, 4 
S, 174, 1615890545, 976871, 10
R, 175, 1615890545 , 997112, 4 
S, 175, 1615890546, 727257, 10
R, 176, 1615890546 , 786066, 4 
S, 176, 1615890547, 477630, 10
R, 177, 1615890547 , 498229, 4 
S, 177, 1615890548, 228039, 10
R, 178, 1615890548 , 248496, 4 
S, 178, 1615890548, 978447, 10
R, 179, 1615890549 , 38124, 4 
S, 179, 1615890549, 728826, 10
R, 180, 1615890549 , 749002, 4 
S, 180, 1615890550, 479271, 10
R, 181, 1615890550 , 499350, 4 
S, 181, 1615890551, 229649, 10
R, 182, 1615890551 , 290948, 4 
S, 182, 1615890551, 980026, 10
R, 183, 1615890552 , 546, 4 
S, 183, 1615890552, 730477, 10
R, 184, 1615890552 , 750786, 4 
S, 184, 1615890553, 480858, 10
R, 185, 1615890553 , 546887, 4 
S, 185, 1615890554, 231272, 10
R, 186, 1615890554 , 251316, 4 
S, 186, 1615890554, 981681, 10
S, 187, 1615890555, 732057, 10
R, 188, 1615890555 , 794454, 4 
S, 188, 1615890556, 482450, 10
R, 189, 1615890556 , 502070, 4 
S, 189, 1615890557, 232922, 10
R, 190, 1615890557 , 254316, 4 
S, 190, 1615890557, 983329, 10
R, 191, 1615890558 , 47066, 4 
S, 191, 1615890558, 733705, 10
R, 192, 1615890558 , 754705, 4 
S, 192, 1615890559, 484136, 10
R, 193, 1615890559 , 504967, 4 
S, 193, 1615890560, 234553, 10
R, 194, 1615890560 , 293645, 4 
S, 194, 1615890560, 984932, 10
R, 195, 1615890561 , 7724, 4 
S, 195, 1615890561, 735338, 10
R, 196, 1615890561 , 756067, 4 
S, 196, 1615890562, 485738, 10
R, 197, 1615890562 , 545676, 4 
S, 197, 1615890563, 236111, 10
R, 198, 1615890563 , 257256, 4 
S, 198, 1615890563, 986569, 10
R, 199, 1615890564 , 6838, 4 
S, 199, 1615890564, 736950, 10
R, 200, 1615890564 , 802266, 4 
S, 200, 1615890565, 487366, 10
R, 201, 1615890565 , 507440, 4 
S, 201, 1615890566, 237785, 10
R, 202, 1615890566 , 258340, 4 
S, 202, 1615890566, 988167, 10
R, 203, 1615890567 , 54338, 4 
S, 203, 1615890567, 738529, 10
S, 204, 1615890568, 488932, 10
R, 205, 1615890568 , 509666, 4 
S, 205, 1615890569, 239371, 10
R, 206, 1615890569 , 301913, 4 
S, 206, 1615890569, 989784, 10
R, 207, 1615890570 , 10351, 4 
S, 207, 1615890570, 740199, 10
R, 208, 1615890570 , 760550, 4 
S, 208, 1615890571, 490575, 10
