Type, Id paq, time stamp segundos, micro, long paq 
S, 0, 1615885337, 759534, 11
R, 0, 1615885337 , 781444, 4 
D, 0, 1615885337, 781906, 11 
S, 1, 1615885338, 610546, 11
R, 1, 1615885338 , 674128, 4 
D, 1, 1615885338, 674495, 11 
S, 2, 1615885339, 461193, 11
R, 2, 1615885339 , 524146, 4 
D, 2, 1615885339, 524495, 11 
S, 3, 1615885340, 312222, 11
R, 3, 1615885340 , 384106, 4 
D, 3, 1615885340, 384450, 11 
S, 4, 1615885341, 163139, 11
R, 4, 1615885341 , 234119, 4 
D, 4, 1615885341, 234469, 11 
S, 5, 1615885342, 13762, 11
R, 5, 1615885342 , 84156, 4 
D, 5, 1615885342, 84506, 11 
S, 6, 1615885342, 864368, 11
R, 6, 1615885342 , 934125, 4 
D, 6, 1615885342, 934501, 11 
S, 7, 1615885343, 714999, 11
R, 7, 1615885343 , 784114, 4 
D, 7, 1615885343, 784504, 11 
S, 8, 1615885344, 565591, 11
R, 8, 1615885344 , 634258, 4 
D, 8, 1615885344, 634619, 11 
S, 9, 1615885345, 416172, 11
R, 9, 1615885345 , 484100, 4 
D, 9, 1615885345, 484441, 11 
S, 10, 1615885346, 266717, 11
R, 10, 1615885346 , 334114, 4 
D, 10, 1615885346, 334481, 11 
S, 11, 1615885347, 117341, 11
R, 11, 1615885347 , 184101, 4 
D, 11, 1615885347, 184447, 11 
S, 12, 1615885347, 967897, 11
R, 12, 1615885348 , 34288, 4 
D, 12, 1615885348, 34668, 11 
S, 13, 1615885348, 818498, 11
R, 13, 1615885348 , 884112, 4 
D, 13, 1615885348, 884479, 11 
S, 14, 1615885349, 669079, 11
R, 14, 1615885349 , 734141, 4 
D, 14, 1615885349, 734508, 11 
S, 15, 1615885350, 519662, 11
R, 15, 1615885350 , 594234, 4 
D, 15, 1615885350, 594610, 11 
S, 16, 1615885351, 370229, 11
R, 16, 1615885351 , 434093, 4 
D, 16, 1615885351, 434444, 11 
S, 17, 1615885352, 220800, 11
R, 17, 1615885352 , 284096, 4 
D, 17, 1615885352, 284448, 11 
S, 18, 1615885353, 71372, 11
R, 18, 1615885353 , 134111, 4 
D, 18, 1615885353, 134531, 11 
S, 19, 1615885353, 921987, 11
R, 19, 1615885353 , 984150, 4 
D, 19, 1615885353, 984520, 11 
S, 20, 1615885354, 772556, 11
R, 20, 1615885354 , 844125, 4 
D, 20, 1615885354, 844479, 11 
S, 21, 1615885355, 623146, 11
R, 21, 1615885355 , 694108, 4 
D, 21, 1615885355, 694477, 11 
S, 22, 1615885356, 473754, 11
R, 22, 1615885356 , 534087, 4 
D, 22, 1615885356, 534454, 11 
S, 23, 1615885357, 324337, 11
R, 23, 1615885357 , 394086, 4 
D, 23, 1615885357, 394427, 11 
S, 24, 1615885358, 174903, 11
R, 24, 1615885358 , 244103, 4 
D, 24, 1615885358, 244470, 11 
S, 25, 1615885359, 25539, 11
R, 25, 1615885359 , 94239, 4 
D, 25, 1615885359, 94596, 11 
S, 26, 1615885359, 876095, 11
R, 26, 1615885359 , 944139, 4 
D, 26, 1615885359, 944515, 11 
S, 27, 1615885360, 726679, 11
R, 27, 1615885360 , 794113, 4 
D, 27, 1615885360, 794476, 11 
S, 28, 1615885361, 577302, 11
R, 28, 1615885361 , 644080, 4 
D, 28, 1615885361, 644430, 11 
S, 29, 1615885362, 427869, 11
R, 29, 1615885362 , 494255, 4 
D, 29, 1615885362, 494611, 11 
S, 30, 1615885363, 278454, 11
R, 30, 1615885363 , 344246, 4 
D, 30, 1615885363, 344621, 11 
S, 31, 1615885364, 129085, 11
R, 31, 1615885364 , 194139, 4 
D, 31, 1615885364, 194488, 11 
S, 32, 1615885364, 979629, 11
R, 32, 1615885365 , 44115, 4 
D, 32, 1615885365, 44477, 11 
S, 33, 1615885365, 830211, 11
R, 33, 1615885365 , 894177, 4 
D, 33, 1615885365, 894546, 11 
S, 34, 1615885366, 680854, 11
R, 34, 1615885366 , 744179, 4 
D, 34, 1615885366, 744528, 11 
S, 35, 1615885367, 531432, 11
R, 35, 1615885367 , 594188, 4 
D, 35, 1615885367, 594544, 11 
S, 36, 1615885368, 381992, 11
R, 36, 1615885368 , 444193, 4 
D, 36, 1615885368, 444560, 11 
S, 37, 1615885369, 232651, 11
R, 37, 1615885369 , 304136, 4 
D, 37, 1615885369, 304486, 11 
S, 38, 1615885370, 83220, 11
R, 38, 1615885370 , 154113, 4 
D, 38, 1615885370, 154481, 11 
S, 39, 1615885370, 933854, 11
R, 39, 1615885371 , 4142, 4 
D, 39, 1615885371, 4509, 11 
S, 40, 1615885371, 784487, 11
R, 40, 1615885371 , 854106, 4 
D, 40, 1615885371, 854473, 11 
S, 41, 1615885372, 635046, 11
R, 41, 1615885372 , 704147, 4 
D, 41, 1615885372, 704520, 11 
S, 42, 1615885373, 485611, 11
R, 42, 1615885373 , 554112, 4 
D, 42, 1615885373, 554502, 11 
S, 43, 1615885374, 336247, 11
R, 43, 1615885374 , 404125, 4 
D, 43, 1615885374, 404492, 11 
S, 44, 1615885375, 186824, 11
R, 44, 1615885375 , 254118, 4 
D, 44, 1615885375, 254616, 11 
S, 45, 1615885376, 37394, 11
R, 45, 1615885376 , 104128, 4 
D, 45, 1615885376, 104504, 11 
S, 46, 1615885376, 888012, 11
R, 46, 1615885376 , 964101, 4 
D, 46, 1615885376, 964458, 11 
S, 47, 1615885377, 738574, 11
R, 47, 1615885377 , 804118, 4 
D, 47, 1615885377, 804480, 11 
S, 48, 1615885378, 589127, 11
R, 48, 1615885378 , 664138, 4 
D, 48, 1615885378, 664516, 11 
S, 49, 1615885379, 439765, 11
R, 49, 1615885379 , 504110, 4 
D, 49, 1615885379, 504472, 11 
S, 50, 1615885380, 290340, 11
R, 50, 1615885380 , 354137, 4 
D, 50, 1615885380, 354525, 11 
S, 51, 1615885381, 140903, 11
R, 51, 1615885381 , 204148, 4 
D, 51, 1615885381, 204530, 11 
S, 52, 1615885381, 991580, 11
R, 52, 1615885382 , 54145, 4 
D, 52, 1615885382, 54515, 11 
S, 53, 1615885382, 842153, 11
R, 53, 1615885382 , 904126, 4 
D, 53, 1615885382, 904487, 11 
S, 54, 1615885383, 692707, 11
R, 54, 1615885383 , 754135, 4 
D, 54, 1615885383, 754515, 11 
S, 55, 1615885384, 543339, 11
R, 55, 1615885384 , 614103, 4 
D, 55, 1615885384, 614474, 11 
S, 56, 1615885385, 394049, 11
R, 56, 1615885385 , 464135, 4 
D, 56, 1615885385, 464526, 11 
S, 57, 1615885386, 244613, 11
R, 57, 1615885386 , 314101, 4 
D, 57, 1615885386, 314476, 11 
S, 58, 1615885387, 95231, 11
R, 58, 1615885387 , 164136, 4 
D, 58, 1615885387, 164503, 11 
S, 59, 1615885387, 945776, 11
R, 59, 1615885388 , 14128, 4 
D, 59, 1615885388, 14503, 11 
S, 60, 1615885388, 796353, 11
R, 60, 1615885388 , 864106, 4 
D, 60, 1615885388, 864474, 11 
S, 61, 1615885389, 646983, 11
R, 61, 1615885389 , 714132, 4 
