Type, Id paq, time stamp segundos, micro, long paq 
S, 0, 1615884959, 508191, 11
R, 1, 1615884959 , 527975, 4 
S, 1, 1615884960, 258661, 11
R, 2, 1615884960 , 320280, 4 
S, 2, 1615884961, 9106, 11
R, 3, 1615884961 , 30073, 4 
S, 3, 1615884961, 760073, 11
R, 4, 1615884961 , 785063, 4 
S, 4, 1615884962, 510470, 11
R, 5, 1615884962 , 572271, 4 
S, 5, 1615884963, 260893, 11
R, 6, 1615884963 , 282640, 4 
S, 6, 1615884964, 11663, 11
R, 7, 1615884964 , 32999, 4 
S, 7, 1615884964, 762070, 11
R, 8, 1615884964 , 824306, 4 
S, 8, 1615884965, 512957, 11
R, 9, 1615884965 , 535646, 4 
S, 9, 1615884966, 263937, 11
R, 10, 1615884966 , 285317, 4 
S, 10, 1615884967, 14825, 11
R, 11, 1615884967 , 80825, 4 
S, 11, 1615884967, 765689, 11
R, 12, 1615884967 , 787937, 4 
S, 12, 1615884968, 516755, 11
R, 13, 1615884968 , 538222, 4 
S, 13, 1615884969, 267317, 11
R, 14, 1615884969 , 328128, 4 
S, 14, 1615884970, 17884, 11
R, 15, 1615884970 , 39105, 4 
S, 15, 1615884970, 768439, 11
R, 16, 1615884970 , 788912, 4 
S, 16, 1615884971, 518974, 11
R, 17, 1615884971 , 579949, 4 
S, 17, 1615884972, 269342, 11
R, 18, 1615884972 , 291225, 4 
S, 18, 1615884973, 19757, 11
R, 19, 1615884973 , 40720, 4 
S, 19, 1615884973, 770117, 11
R, 20, 1615884973 , 831646, 4 
S, 20, 1615884974, 520485, 11
R, 21, 1615884974 , 540115, 4 
S, 21, 1615884975, 270874, 11
R, 22, 1615884975 , 291231, 4 
S, 22, 1615884976, 21249, 11
R, 23, 1615884976 , 84243, 4 
S, 23, 1615884976, 771619, 11
R, 24, 1615884976 , 792195, 4 
S, 24, 1615884977, 521998, 11
R, 25, 1615884977 , 543855, 4 
S, 25, 1615884978, 272378, 11
R, 26, 1615884978 , 332205, 4 
S, 26, 1615884979, 22743, 11
R, 27, 1615884979 , 43864, 4 
S, 27, 1615884979, 773131, 11
R, 28, 1615884979 , 795519, 4 
S, 28, 1615884980, 523492, 11
R, 29, 1615884980 , 584104, 4 
S, 29, 1615884981, 273919, 11
R, 30, 1615884981 , 296990, 4 
S, 30, 1615884982, 24306, 11
R, 31, 1615884982 , 44267, 4 
S, 31, 1615884982, 774681, 11
R, 32, 1615884982 , 839687, 4 
S, 32, 1615884983, 525069, 11
R, 33, 1615884983 , 546791, 4 
S, 33, 1615884984, 275460, 11
R, 34, 1615884984 , 295267, 4 
S, 34, 1615884985, 25826, 11
R, 35, 1615884985 , 88181, 4 
S, 35, 1615884985, 776187, 11
R, 36, 1615884985 , 799329, 4 
S, 36, 1615884986, 526594, 11
R, 37, 1615884986 , 547725, 4 
S, 37, 1615884987, 276950, 11
R, 38, 1615884987 , 343900, 4 
S, 38, 1615884988, 27333, 11
R, 39, 1615884988 , 47741, 4 
S, 39, 1615884988, 777742, 11
R, 40, 1615884988 , 801246, 4 
S, 40, 1615884989, 528104, 11
R, 41, 1615884989 , 588383, 4 
S, 41, 1615884990, 278465, 11
R, 42, 1615884990 , 298879, 4 
S, 42, 1615884991, 28884, 11
R, 43, 1615884991 , 48610, 4 
S, 43, 1615884991, 779245, 11
R, 44, 1615884991 , 839818, 4 
S, 44, 1615884992, 529604, 11
R, 45, 1615884992 , 554657, 4 
S, 45, 1615884993, 280013, 11
R, 46, 1615884993 , 300493, 4 
S, 46, 1615884994, 30376, 11
R, 47, 1615884994 , 92193, 4 
S, 47, 1615884994, 780741, 11
R, 48, 1615884994 , 800023, 4 
S, 48, 1615884995, 531121, 11
R, 49, 1615884995 , 551085, 4 
S, 49, 1615884996, 281491, 11
R, 50, 1615884996 , 344033, 4 
S, 50, 1615884997, 31857, 11
R, 51, 1615884997 , 52484, 4 
S, 51, 1615884997, 782250, 11
R, 52, 1615884997 , 803485, 4 
S, 52, 1615884998, 532691, 11
R, 53, 1615884998 , 596485, 4 
S, 53, 1615884999, 283018, 11
R, 54, 1615884999 , 304283, 4 
S, 54, 1615885000, 33400, 11
R, 55, 1615885000 , 54066, 4 
S, 55, 1615885000, 783791, 11
R, 56, 1615885000 , 843857, 4 
S, 56, 1615885001, 534161, 11
R, 57, 1615885001 , 556084, 4 
S, 57, 1615885002, 284563, 11
R, 58, 1615885002 , 305843, 4 
S, 58, 1615885003, 34952, 11
R, 59, 1615885003 , 100708, 4 
S, 59, 1615885003, 785318, 11
R, 60, 1615885003 , 811035, 4 
S, 60, 1615885004, 535712, 11
R, 61, 1615885004 , 556208, 4 
S, 61, 1615885005, 286080, 11
R, 62, 1615885005 , 351887, 4 
S, 62, 1615885006, 36527, 11
R, 63, 1615885006 , 57021, 4 
S, 63, 1615885006, 786934, 11
R, 64, 1615885006 , 808220, 4 
