Type, Id paq, time stamp segundos, micro, long paq 
S, 0, 1615885997, 990913, 10
D, 0, 1615885998, 115145, 10 
R, 0, 1615885998 , 130001, 4 
S, 1, 1615885998, 941771, 10
D, 1, 1615885999, 65087, 10 
R, 1, 1615885999 , 80632, 4 
S, 2, 1615885999, 892573, 10
D, 2, 1615886000, 15164, 10 
R, 2, 1615886000 , 29608, 4 
S, 3, 1615886000, 843295, 10
D, 3, 1615886000, 965087, 10 
R, 3, 1615886000 , 980865, 4 
S, 4, 1615886001, 794010, 10
D, 4, 1615886001, 925233, 10 
R, 4, 1615886001 , 942196, 4 
S, 5, 1615886002, 744739, 10
D, 5, 1615886002, 865107, 10 
R, 5, 1615886002 , 880947, 4 
S, 6, 1615886003, 695398, 10
D, 6, 1615886003, 815084, 10 
R, 6, 1615886003 , 831448, 4 
S, 7, 1615886004, 646055, 10
D, 7, 1615886004, 765096, 10 
R, 7, 1615886004 , 781174, 4 
S, 8, 1615886005, 596755, 10
D, 8, 1615886005, 725183, 10 
R, 8, 1615886005 , 740642, 4 
S, 9, 1615886006, 547401, 10
D, 9, 1615886006, 665110, 10 
R, 9, 1615886006 , 681451, 4 
S, 10, 1615886007, 498113, 10
D, 10, 1615886007, 625082, 10 
R, 10, 1615886007 , 640598, 4 
S, 11, 1615886008, 448767, 10
D, 11, 1615886008, 575121, 10 
R, 11, 1615886008 , 590555, 4 
S, 12, 1615886009, 399492, 10
D, 12, 1615886009, 525069, 10 
R, 12, 1615886009 , 540225, 4 
S, 13, 1615886010, 350166, 10
D, 13, 1615886010, 475112, 10 
R, 13, 1615886010 , 490117, 4 
S, 14, 1615886011, 300839, 10
D, 14, 1615886011, 425103, 10 
R, 14, 1615886011 , 441017, 4 
S, 15, 1615886012, 251544, 10
D, 15, 1615886012, 375154, 10 
R, 15, 1615886012 , 391697, 4 
S, 16, 1615886013, 202245, 10
D, 16, 1615886013, 325109, 10 
R, 16, 1615886013 , 341057, 4 
S, 17, 1615886014, 152898, 10
D, 17, 1615886014, 275100, 10 
R, 17, 1615886014 , 290942, 4 
S, 18, 1615886015, 103551, 10
D, 18, 1615886015, 225093, 10 
R, 18, 1615886015 , 241437, 4 
S, 19, 1615886016, 54305, 10
D, 19, 1615886016, 175115, 10 
R, 19, 1615886016 , 191255, 4 
S, 20, 1615886017, 4953, 10
D, 20, 1615886017, 125193, 10 
R, 20, 1615886017 , 140639, 4 
S, 21, 1615886017, 955636, 10
D, 21, 1615886018, 85052, 10 
R, 21, 1615886018 , 100761, 4 
S, 22, 1615886018, 906286, 10
D, 22, 1615886019, 35140, 10 
R, 22, 1615886019 , 50684, 4 
S, 23, 1615886019, 856938, 10
D, 23, 1615886019, 935107, 10 
R, 24, 1615886019 , 995053, 4 
S, 24, 1615886020, 707550, 10
D, 24, 1615886020, 785037, 10 
R, 25, 1615886020 , 846545, 4 
S, 25, 1615886021, 558111, 10
D, 25, 1615886021, 635073, 10 
R, 26, 1615886021 , 695116, 4 
S, 26, 1615886022, 408713, 10
D, 26, 1615886022, 495054, 10 
R, 27, 1615886022 , 550864, 4 
S, 27, 1615886023, 259267, 10
D, 27, 1615886023, 345024, 10 
R, 28, 1615886023 , 402487, 4 
S, 28, 1615886024, 109811, 10
D, 28, 1615886024, 195033, 10 
R, 29, 1615886024 , 250378, 4 
S, 29, 1615886024, 960361, 10
D, 29, 1615886025, 45072, 10 
R, 30, 1615886025 , 102900, 4 
S, 30, 1615886025, 810970, 10
D, 30, 1615886025, 895133, 10 
R, 31, 1615886025 , 949997, 4 
S, 31, 1615886026, 661533, 10
D, 31, 1615886026, 745098, 10 
R, 32, 1615886026 , 802988, 4 
S, 32, 1615886027, 512131, 10
D, 32, 1615886027, 595169, 10 
R, 33, 1615886027 , 651480, 4 
S, 33, 1615886028, 362667, 10
D, 33, 1615886028, 445115, 10 
R, 34, 1615886028 , 502201, 4 
S, 34, 1615886029, 213215, 10
D, 34, 1615886029, 295055, 10 
R, 35, 1615886029 , 355366, 4 
S, 35, 1615886030, 63753, 10
D, 35, 1615886030, 145044, 10 
R, 36, 1615886030 , 203204, 4 
S, 36, 1615886030, 914367, 10
D, 36, 1615886030, 995049, 10 
R, 37, 1615886031 , 50473, 4 
S, 37, 1615886031, 764925, 10
D, 37, 1615886031, 845310, 10 
R, 38, 1615886031 , 902843, 4 
S, 38, 1615886032, 615499, 10
D, 38, 1615886032, 705029, 10 
R, 39, 1615886032 , 762848, 4 
S, 39, 1615886033, 466043, 10
D, 39, 1615886033, 575094, 10 
R, 39, 1615886033 , 630847, 4 
S, 40, 1615886034, 416685, 10
D, 40, 1615886034, 495067, 10 
R, 41, 1615886034 , 550537, 4 
S, 41, 1615886035, 267236, 10
D, 41, 1615886035, 345074, 10 
R, 42, 1615886035 , 402991, 4 
S, 42, 1615886036, 117843, 10
D, 42, 1615886036, 205065, 10 
R, 43, 1615886036 , 263270, 4 
S, 43, 1615886036, 968397, 10
D, 43, 1615886037, 45066, 10 
R, 44, 1615886037 , 106700, 4 
S, 44, 1615886037, 818993, 10
D, 44, 1615886037, 905059, 10 
R, 45, 1615886037 , 962672, 4 
S, 45, 1615886038, 669567, 10
D, 45, 1615886038, 755081, 10 
R, 46, 1615886038 , 809979, 4 
S, 46, 1615886039, 520131, 10
D, 46, 1615886039, 595053, 10 
R, 47, 1615886039 , 655532, 4 
S, 47, 1615886040, 370664, 10
D, 47, 1615886040, 455111, 10 
R, 48, 1615886040 , 519480, 4 
S, 48, 1615886041, 221252, 10
D, 48, 1615886041, 305169, 10 
R, 49, 1615886041 , 329034, 4 
S, 49, 1615886042, 71908, 10
D, 49, 1615886042, 155058, 10 
R, 49, 1615886042 , 171244, 4 
S, 50, 1615886042, 922466, 10
D, 50, 1615886043, 5088, 10 
R, 50, 1615886043 , 20427, 4 
S, 51, 1615886043, 773006, 10
D, 51, 1615886043, 855111, 10 
R, 51, 1615886043 , 872326, 4 
S, 52, 1615886044, 623538, 10
D, 52, 1615886044, 705531, 10 
R, 52, 1615886044 , 720877, 4 
S, 53, 1615886045, 474124, 10
D, 53, 1615886045, 555049, 10 
R, 53, 1615886045 , 570893, 4 
S, 54, 1615886046, 324667, 10
D, 54, 1615886046, 405109, 10 
R, 54, 1615886046 , 419899, 4 
S, 55, 1615886047, 175270, 10
D, 55, 1615886047, 265032, 10 
R, 56, 1615886047 , 280746, 4 
S, 56, 1615886048, 25826, 10
D, 56, 1615886048, 105046, 10 
R, 56, 1615886048 , 121616, 4 
S, 57, 1615886048, 876360, 10
D, 57, 1615886048, 955081, 10 
R, 57, 1615886048 , 969605, 4 
S, 58, 1615886049, 726909, 10
D, 58, 1615886049, 805121, 10 
R, 58, 1615886049 , 819946, 4 
S, 59, 1615886050, 577510, 10
D, 59, 1615886050, 665024, 10 
R, 60, 1615886050 , 681500, 4 
S, 60, 1615886051, 428044, 10
D, 60, 1615886051, 505112, 10 
R, 60, 1615886051 , 520141, 4 
S, 61, 1615886052, 278663, 10
D, 61, 1615886052, 365044, 10 
R, 62, 1615886052 , 379842, 4 
S, 62, 1615886053, 129209, 10
D, 62, 1615886053, 215068, 10 
R, 63, 1615886053 , 231830, 4 
S, 63, 1615886053, 980286, 10
D, 63, 1615886054, 65085, 10 
R, 63, 1615886054 , 79380, 4 
S, 64, 1615886054, 830830, 10
D, 64, 1615886054, 915097, 10 
R, 64, 1615886054 , 929933, 4 
S, 65, 1615886055, 681425, 10
D, 65, 1615886055, 765048, 10 
R, 65, 1615886055 , 781741, 4 
S, 66, 1615886056, 531984, 10
D, 66, 1615886056, 615073, 10 
R, 66, 1615886056 , 630144, 4 
S, 67, 1615886057, 382591, 10
D, 67, 1615886057, 465034, 10 
R, 67, 1615886057 , 480324, 4 
S, 68, 1615886058, 233156, 10
D, 68, 1615886058, 315054, 10 
R, 68, 1615886058 , 330783, 4 
S, 69, 1615886059, 83700, 10
D, 69, 1615886059, 165151, 10 
R, 69, 1615886059 , 180586, 4 
S, 70, 1615886059, 934243, 10
D, 70, 1615886060, 15085, 10 
R, 70, 1615886060 , 31142, 4 
S, 71, 1615886060, 784845, 10
D, 71, 1615886060, 865220, 10 
R, 71, 1615886060 , 881581, 4 
S, 72, 1615886061, 635386, 10
D, 72, 1615886061, 715091, 10 
R, 72, 1615886061 , 730608, 4 
S, 73, 1615886062, 486000, 10
