Type, Id paq, time stamp segundos, micro, long paq 
S, 0, 1615891483, 364883, 9
R, 1, 1615891483 , 384622, 4 
S, 1, 1615891484, 115348, 9
R, 2, 1615891484 , 175353, 4 
S, 2, 1615891484, 865793, 9
R, 3, 1615891484 , 885078, 4 
S, 3, 1615891485, 616260, 9
R, 4, 1615891485 , 637306, 4 
S, 4, 1615891486, 366635, 9
R, 5, 1615891486 , 427572, 4 
S, 5, 1615891487, 117127, 9
R, 6, 1615891487 , 142972, 4 
S, 6, 1615891487, 867694, 9
R, 7, 1615891487 , 886640, 4 
S, 7, 1615891488, 618174, 9
R, 8, 1615891488 , 680082, 4 
S, 8, 1615891489, 368587, 9
R, 9, 1615891489 , 388419, 4 
S, 9, 1615891490, 119073, 9
R, 10, 1615891490 , 138770, 4 
S, 10, 1615891490, 869468, 9
R, 11, 1615891490 , 931728, 4 
S, 11, 1615891491, 619835, 9
S, 12, 1615891492, 370265, 9
S, 13, 1615891493, 120721, 9
S, 14, 1615891493, 871102, 9
S, 15, 1615891494, 621492, 9
S, 16, 1615891495, 371883, 9
S, 17, 1615891496, 122252, 9
S, 18, 1615891496, 872678, 9
S, 19, 1615891497, 623080, 9
S, 20, 1615891498, 373462, 9
S, 21, 1615891499, 123909, 9
S, 22, 1615891499, 874275, 9
S, 23, 1615891500, 624635, 9
S, 24, 1615891501, 375015, 9
S, 25, 1615891502, 125518, 9
S, 26, 1615891502, 875932, 9
S, 27, 1615891503, 626331, 9
S, 28, 1615891504, 376704, 9
S, 29, 1615891505, 127073, 9
S, 30, 1615891505, 877436, 9
S, 31, 1615891506, 627818, 9
S, 32, 1615891507, 378260, 9
S, 33, 1615891508, 128654, 9
S, 34, 1615891508, 879022, 9
S, 35, 1615891509, 629399, 9
S, 36, 1615891510, 379756, 9
S, 37, 1615891511, 130124, 9
S, 38, 1615891511, 880590, 9
S, 39, 1615891512, 630982, 9
S, 40, 1615891513, 381359, 9
S, 41, 1615891514, 131745, 9
S, 42, 1615891514, 882114, 9
S, 43, 1615891515, 632491, 9
S, 44, 1615891516, 382870, 9
S, 45, 1615891517, 133305, 9
S, 46, 1615891517, 883764, 9
R, 47, 1615891517 , 902045, 4 
S, 47, 1615891518, 634204, 9
R, 48, 1615891518 , 652433, 4 
S, 48, 1615891519, 384579, 9
R, 49, 1615891519 , 446076, 4 
S, 49, 1615891520, 134962, 9
R, 50, 1615891520 , 153044, 4 
S, 50, 1615891520, 885390, 9
R, 51, 1615891520 , 903318, 4 
S, 51, 1615891521, 635762, 9
R, 52, 1615891521 , 694243, 4 
S, 52, 1615891522, 386191, 9
R, 53, 1615891522 , 405197, 4 
S, 53, 1615891523, 136651, 9
R, 54, 1615891523 , 155492, 4 
S, 54, 1615891523, 887016, 9
R, 55, 1615891523 , 950395, 4 
S, 55, 1615891524, 637389, 9
R, 56, 1615891524 , 656122, 4 
S, 56, 1615891525, 387778, 9
R, 57, 1615891525 , 406939, 4 
S, 57, 1615891526, 138143, 9
R, 58, 1615891526 , 198621, 4 
S, 58, 1615891526, 888567, 9
R, 59, 1615891526 , 907494, 4 
S, 59, 1615891527, 638977, 9
R, 60, 1615891527 , 657293, 4 
S, 60, 1615891528, 389355, 9
R, 61, 1615891528 , 450754, 4 
S, 61, 1615891529, 139774, 9
R, 62, 1615891529 , 157087, 4 
S, 62, 1615891529, 890179, 9
R, 63, 1615891529 , 908071, 4 
S, 63, 1615891530, 640557, 9
R, 64, 1615891530 , 698957, 4 
S, 64, 1615891531, 390914, 9
R, 65, 1615891531 , 409782, 4 
S, 65, 1615891532, 141368, 9
R, 66, 1615891532 , 159610, 4 
S, 66, 1615891532, 891749, 9
R, 67, 1615891532 , 950510, 4 
S, 67, 1615891533, 642121, 9
R, 68, 1615891533 , 660729, 4 
S, 68, 1615891534, 392511, 9
R, 69, 1615891534 , 410484, 4 
S, 69, 1615891535, 142911, 9
S, 70, 1615891535, 893281, 9
S, 71, 1615891536, 643731, 9
R, 72, 1615891536 , 702584, 4 
S, 72, 1615891537, 394159, 9
R, 73, 1615891537 , 412369, 4 
S, 73, 1615891538, 144570, 9
S, 74, 1615891538, 894980, 9
R, 75, 1615891538 , 913075, 4 
S, 75, 1615891539, 645350, 9
R, 76, 1615891539 , 705882, 4 
S, 76, 1615891540, 395716, 9
S, 77, 1615891541, 146164, 9
R, 78, 1615891541 , 164799, 4 
S, 78, 1615891541, 896610, 9
R, 79, 1615891541 , 955102, 4 
S, 79, 1615891542, 646996, 9
R, 80, 1615891542 , 665393, 4 
S, 80, 1615891543, 397402, 9
R, 81, 1615891543 , 415703, 4 
S, 81, 1615891544, 147769, 9
R, 82, 1615891544 , 207239, 4 
S, 82, 1615891544, 898134, 9
R, 83, 1615891544 , 916824, 4 
S, 83, 1615891545, 648517, 9
R, 84, 1615891545 , 666445, 4 
S, 84, 1615891546, 398875, 9
R, 85, 1615891546 , 463237, 4 
S, 85, 1615891547, 149298, 9
R, 86, 1615891547 , 167722, 4 
S, 86, 1615891547, 899733, 9
R, 87, 1615891547 , 918008, 4 
S, 87, 1615891548, 650115, 9
R, 88, 1615891548 , 711013, 4 
S, 88, 1615891549, 400501, 9
R, 89, 1615891549 , 418257, 4 
S, 89, 1615891550, 150906, 9
S, 90, 1615891550, 901346, 9
S, 91, 1615891551, 651741, 9
R, 92, 1615891551 , 710283, 4 
S, 92, 1615891552, 402176, 9
R, 93, 1615891552 , 420591, 4 
S, 93, 1615891553, 152593, 9
R, 94, 1615891553 , 170193, 4 
S, 94, 1615891553, 903172, 9
S, 95, 1615891554, 653754, 9
R, 96, 1615891554 , 672055, 4 
